appid,ate,se,nobs,price,title,regular_price,logprice,ngames,ngames_pub,logngames,years_since_release,release_year,logyrs,indie,multiplayer,free_to_play,rich_story,difficult,early_access,remake,retro,metascore,metastd,rating_count,logratecount,date_num,wkend,is_promo,game_sponsored,game_sponsored_daily,game_primary,game_primary_daily,is_significant
242760,-0.00316278621075436,0.00211322440314325,5447,,The Forest,19.99,,1,1,0,3.0328767,2018,1.39447994264927,1,0,0,1,0,1,0,0,79,2.1266177,297181,12.6021000247157,0,FALSE,,0.0069556576,0,0.063221961,0.0113126323412871,FALSE
244210,0.00796742040435666,0.000874840444206209,5447,,Assetto Corsa,19.99,,1,1,0,6.3972602,2014,2.00110968840993,1,1,0,1,0,0,0,0,85,2.2788877,50189,10.823571082649,0,FALSE,,0.034445409,0.0115937665104866,0.42201039,0.37649627297651,TRUE
244730,0.0250245281806793,0.0764845845186338,5447,,Divekick,4.9899998,,1,1,0,7.7287669,2013,2.16662411130684,1,1,0,0,0,0,0,0,81,2.4060884,1742,7.46336304552002,0,FALSE,,0,,0,,FALSE
244850,0.00343288379007871,0.0004338143399174,5447,,Space Engineers,19.99,,1,2,0,2.2,2019,1.16315080980568,1,1,0,1,0,1,0,0,67,2.5238714,104121,11.5533185675295,0,FALSE,,0,0,0.36554193,0.0757031935499981,TRUE
249230,0.0885802718210711,0.00681045180479329,5447,,Save 75% on Risen 3 - Titan Lords,14.99,,7,42,1.94591014905531,6.7506847,2014,2.04778118784986,0,0,0,1,0,0,0,0,66,2.9368558,4910,8.49923286603925,0,FALSE,,0,,0.13868614,,TRUE
250900,0.0213356383322453,0.000441048771799851,5447,,The Binding of Isaac: Rebirth,14.99,,1,3,0,6.5205479,2014,2.01763899435021,1,1,0,1,1,0,1,0,86,1.7635821,163224,12.0028848960548,0,FALSE,,0.0010126582,0,0.18075949,0.0004870141601714,TRUE
251570,0.0518255482777204,0.000610222652829788,5447,,7 Days to Die,24.99,,1,1,0,7.4136987,2013,2.12986117516182,0,1,0,1,0,1,0,0,45,-99,178203,12.090684240456,0,FALSE,,0.0021291696,0,0.45440963,0.144051208160818,TRUE
252490,0.109930957634438,0.000815122447413745,5447,,Rust,39.990002,,1,1,0,3.2547946,2018,1.44804648823973,1,1,0,1,0,1,0,0,69,2.9530461,658253,13.3973461540587,0,FALSE,,0.0098264618,0.0002998849377036,0.72220236,0.543621214241938,TRUE
252950,0.132205265170849,0.00114702253000651,5447,,Rocket League®,0,,1,1,0,5.8493152,2015,1.9241486764738,1,1,0,0,0,0,0,0,86,2.7344873,530233,13.1810736975257,0,FALSE,,0.011502029,0.0190694954526407,0.71422154,0.892705190547076,TRUE
253230,0.00527697152821645,0.00212845710086261,5447,,A Hat in Time,29.99,,1,1,0,3.5999999,2017,1.52605628175592,1,1,0,1,0,0,0,0,79,1.5719684,38372,10.5551093662675,0,FALSE,,0,0,0.19249593,0.427500009536743,TRUE
254300,-0.074977390984007,0.0423789644384603,5447,0,Dofus,0,0,1,1,0,4.4876714,2016,1.70250401253764,0,1,1,1,0,0,0,0,72,2.6885672,542,6.29710931993394,0,FALSE,,0.018171493,0,0.90630323,0.995668310250039,FALSE
254700,0.00324830139365405,0.00090399443359897,5447,,Resident Evil 4,19.99,,13,14,2.56494935746154,7.2054796,2014,2.10480217499711,0,0,0,1,1,0,1,0,79,2.0425186,35551,10.4787516924394,0,FALSE,,0.0044272277,0,0.24146837,0.801327512192074,TRUE
255710,0.00296794393179228,0.000397836765332204,5447,,Cities: Skylines,29.99,,6,44,1.79175946922806,6.1753426,2015,1.97065050963465,0,0,0,1,0,0,0,0,85,1.5738553,167779,12.0304088764003,0,FALSE,,0.011579637,0,0.3637754,0.158927222713828,TRUE
257850,0.00722282296804531,0.00703776829082427,5447,,Hyper Light Drifter,19.99,,1,1,0,5.1150684,2016,1.81075595468574,1,0,0,1,1,0,0,0,84,1.7530491,14371,9.57303714823341,0,FALSE,,0,,0.028571429,,FALSE
261030,0.0384042289400724,0.00579134672112514,5447,,The Walking Dead: Season Two,14.99,,5,6,1.6094379124341,7.4027395,2013,2.12855778363251,0,0,0,1,0,0,0,0,80,1.8236279,24744,10.116378727386,0,FALSE,,0.0012391574,0,0.01858736,0,TRUE
261180,0.0195883876906025,0.0523630513608836,5447,,Lethal League,13.99,,2,2,0.693147180559945,6.709589,2014,2.04246487876135,1,1,0,0,0,0,0,0,82,1.2472198,5922,8.68659835627697,0,FALSE,,0.095238097,,0,,FALSE
261550,0.0320085528064888,0.000402763854181817,5447,,Mount & Blade II: Bannerlord,49.990002,,1,4,0,1.1150684,2020,0.749087152400833,0,1,0,1,0,1,0,0,90,-99,165523,12.0168714783913,0,FALSE,,0.018539712,0,0.32616159,0.930634709540755,TRUE
261570,0.115265452915056,0.00382731553305318,5447,,Ori and the Blind Forest,0,,12,29,2.484906649788,6.1726027,2015,1.97026858734877,1,0,0,1,1,0,0,0,88,1.5639544,46004,10.7365053652165,0,FALSE,,0.0015485869,0,0.11420829,0.0003296313225292,TRUE
262060,0.0150995652070332,0.000610540876105277,5447,,Darkest Dungeon®,24.99,,1,1,0,5.3123288,2016,1.84250467344162,1,0,0,1,1,0,0,0,84,2.634361,97029,11.4827754880193,0,FALSE,,0.0048337486,0,0.30130365,0.309555789906881,TRUE
264710,0.0100720905179748,0.000862062856423316,5447,,Subnautica,29.99,,2,3,0.693147180559945,3.2986302,2018,1.45829641380956,1,1,0,1,0,1,0,0,87,1.7613072,173301,12.062791016318,0,FALSE,,0.0038995857,0,0.1188155,0.0328601927831187,TRUE
268500,0.00204881326737504,0.000267691538706782,5447,,XCOM® 2,59.990002,,16,52,2.77258872223978,5.2657533,2016,1.83509882054523,0,1,0,1,1,0,0,0,88,2.4676924,69076,11.1429771034079,0,FALSE,,0.000621118,0,0.50124222,0.655849696137011,TRUE
268910,0.00323739999069803,0.00101655195300899,5447,,Cuphead,19.99,,1,1,0,3.6164384,2017,1.52962349869952,1,1,0,0,1,0,0,1,91,2.004504,77781,11.2616653209302,0,FALSE,,0.0027629761,0.133660927414894,0.12137359,0.0276077736634761,TRUE
269210,0.0602164629835141,0.00208902561674211,5447,,Hero Siege,6.9899998,,1,2,0,7.2849317,2014,2.11443840703042,1,1,0,0,1,0,0,0,78,2.7518146,28513,10.2581504737139,0,FALSE,,0,0,0.15625,0,TRUE
270880,-0.00102964442833895,0.000712111671993714,5447,,American Truck Simulator,19.99,,2,2,0.693147180559945,5.2739725,2016,1.83640972659025,1,1,0,1,0,0,0,0,76,2.6726003,85684,11.358433060095,0,FALSE,,0.0031673636,0,0.3202838,0.20512324518495,FALSE
271590,0.0975757305079143,0.00102282012943947,5447,,Grand Theft Auto V,0,,10,10,2.30258509299405,6.079452,2015,1.95719650358006,0,1,0,1,0,0,0,0,96,2.8524868,1166157,13.9692251427159,0,FALSE,,0.015032241,0.008929345126262,0.87479389,0.985159365501723,TRUE
275850,0.0795929210957982,0.000476951916028277,5447,,No Man's Sky,59.990002,,1,1,0,4.7479453,2016,1.74884245181798,1,1,0,1,0,0,0,0,60,2.9291136,199811,12.2051322034531,0,FALSE,,0.011024182,0,0.27347085,0.490002525504679,TRUE
281990,0.0049486989870009,0.000350438312669885,5447,,Stellaris,39.990002,,6,44,1.79175946922806,5.0082192,2016,1.79312839848337,0,1,0,1,0,0,0,0,78,2.6067159,109740,11.6058783230191,0,FALSE,,0.015116812,0,0.23408154,0.262674081139267,TRUE
282140,0.0167702044005108,0.00450546958492952,5447,,SOMA,29.99,,2,4,0.693147180559945,5.6383562,2015,1.89286437259928,1,0,0,1,0,0,0,0,83,1.579623,28083,10.2429552981371,0,FALSE,,0.0058708414,0,0.022831051,0,TRUE
284160,0.0184039447961536,0.000804567375928525,5447,,BeamNG.drive,24.99,,1,1,0,5.9561644,2015,1.93962823048532,0,0,0,1,0,1,0,0,-99,-99,84487,11.3443647914263,0,FALSE,,0.0052356021,0,0.02486911,0,TRUE
284240,0.0243277183064764,0.0804161503216153,5447,,Maize,19.99,,1,1,0,4.4438357,2016,1.6944839043191,1,0,0,1,0,0,0,0,86,2.4771686,1719,7.4500795698075,0,FALSE,,0,,0,,FALSE
287290,0.000341245389409754,0.00246553319178001,5447,,Resident Evil Revelations 2,5.9899998,,13,14,2.56494935746154,6.2136989,2015,1.97598184332362,0,1,0,1,0,0,0,0,74,2.3761513,19067,9.85576681632472,0,FALSE,,0,0,0.057663128,0,FALSE
289070,0.0147393189998081,0.000702156049235421,5447,,Sid Meier’s Civilization® VI,59.990002,,16,52,2.77258872223978,4.5589042,2016,1.71540100250749,0,1,0,1,0,0,0,0,88,2.7929373,173005,12.0610815549594,0,FALSE,,0.0026156614,0,0.66895539,0.988288272106729,TRUE
289600,0.00210207632600533,0.056734055546142,5447,,Marauder,9.9899998,,1,1,0,11.673972,2009,2.53955044165161,0,0,0,1,0,0,0,0,-99,2.6056621,559,6.3279367837292,0,FALSE,,0,,0,,FALSE
291480,-0.0849180732496937,0.00206584295730583,5447,0,Warface,0,0,2,3,0.693147180559945,9.0849314,2012,2.31104236920158,0,1,1,1,0,0,0,0,62,2.9008362,70150,11.1584053405965,0,FALSE,,0.0032422417,0,0.71838814,0.987183501012623,TRUE
291550,-4.98236823386645e-05,0.00106994054165493,5447,0,Brawlhalla,0,0,16,73,2.77258872223978,3.5671232,2017,1.51888350997214,1,1,1,0,0,0,0,0,70,2.7816107,234497,12.3652023380475,0,FALSE,,0.0062615806,0.0084668130148202,0.63369751,0.966734067331345,FALSE
292030,-0.00682327763051127,0.000796272063801484,5447,,The Witcher® 3: Wild Hunt,39.990002,,4,5,1.38629436111989,5.9863014,2015,1.94395128888371,0,0,0,1,0,0,0,0,93,1.7417451,534445,13.1889859753444,0,FALSE,,0.0039958563,0,0.26550245,0.353725851760828,TRUE
292800,0.00801775930518793,0.0297995301041775,5447,,Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,6.9899998,,2,2,0.693147180559945,21.123287,2000,3.09663076416781,0,0,0,1,0,0,0,0,-99,-99,241,5.48893772615669,0,FALSE,,0,,0,,FALSE
292820,0.00796026480369699,0.0431572017446909,5447,,Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,6.9899998,,2,2,0.693147180559945,17.739725,2003,2.93064560220954,0,0,0,0,0,0,0,0,-99,-99,110,4.70953020131233,0,FALSE,,0,,0,,FALSE
294100,0.0166505678547709,0.000290834439352632,5447,,RimWorld,34.990002,,1,1,0,2.5671232,2018,1.27175944460845,1,0,0,1,0,0,0,0,87,1.4945503,109572,11.6043462727819,0,FALSE,,0.0084359013,0,0.5143134,0.434721286757849,TRUE
296710,0.0272023270266308,0.016569644243429,5447,,Monstrum,17.99,,1,1,0,5.9808221,2015,1.94316668920846,1,0,0,0,1,0,0,0,57,2.6780357,2509,7.82803803212583,0,FALSE,,0,,0.014018691,,FALSE
297000,0.0141643743374221,0.000772243546868498,5447,,Heroes® of Might & Magic® III - HD Edition,14.99,,16,73,2.77258872223978,6.2849317,2015,1.98580806417425,0,1,0,1,0,0,1,1,65,2.7601488,14291,9.5674552191433,0,FALSE,,0.000877193,0,0.8922807,0.884316217657442,TRUE
298110,0.00268921422138993,0.000916881134088277,5447,,Far Cry® 4,29.99,,16,73,2.77258872223978,6.4821916,2014,2.01252574372424,0,1,0,1,0,0,0,0,80,2.5699897,37237,10.525085024256,0,FALSE,,0.003875969,0,0.023255814,0,TRUE
300610,0.015213186310658,0.0351637539672074,5447,,Pure Pool,9.9899998,,1,3,0,6.7835617,2014,2.05201403548747,0,1,0,0,0,0,0,0,67,-99,435,6.07764224334903,0,FALSE,,0,,0,,FALSE
304240,0.0111437766053894,0.00224879325114944,5447,,Resident Evil,19.99,,13,14,2.56494935746154,6.3123288,2015,1.9895618003181,0,0,0,1,1,0,1,0,69,2.8200183,14066,9.5515869077577,0,FALSE,,0.006088993,0,0.15690866,0.0498299435712397,TRUE
304390,0.00226265692215556,0.000973524902790457,5447,,FOR HONOR™,14.99,,16,73,2.77258872223978,4.241096,2017,1.65653063676733,0,1,0,1,0,0,0,0,76,2.8577948,103091,11.5433770724261,0,FALSE,,0.027420528,0.21026349067688,0.63710266,0.954526147979777,TRUE
304430,0.00559781516501633,0.00601482213594053,5447,,INSIDE,19.99,,2,2,0.693147180559945,4.8465753,2016,1.76585607101585,1,0,0,1,1,0,0,0,87,1.7083045,32958,10.4030196437573,0,FALSE,,0.0031695722,0,0.026941363,0,FALSE
305620,0.0568909806822117,0.000570784334957355,5447,,The Long Dark,29.99,,1,1,0,3.7780821,2017,1.56403923167772,1,0,0,1,1,1,0,0,77,3.0864196,80786,11.2995713404757,0,FALSE,,0.011150653,0,0.44578886,0.475466790609062,TRUE
306130,0.0892917763383385,0.00113575704747296,5447,,The Elder Scrolls® Online,19.99,,9,35,2.19722457733622,7.1068492,2014,2.09270928462373,0,1,0,1,0,0,0,0,71,2.9559784,103785,11.5500863658584,0,FALSE,,0.029989846,0.117010230896995,0.7938062,0.968107474851422,TRUE
307780,-0.000216816355997483,0.00184572900451477,5447,,Mortal Kombat X,19.99,,7,7,1.94591014905531,6.0821919,2015,1.95758345018789,0,1,0,0,0,0,0,0,76,2.8199656,42346,10.6536528593184,0,FALSE,,0.060570072,0,0.43942994,0.894736811518669,FALSE
310950,0.00991859697616469,0.00166636002503299,5447,,Save 60% on Street Fighter V,19.99,,13,14,2.56494935746154,5.2356162,2016,1.83027740343877,0,1,0,0,0,1,0,0,74,2.531961,32979,10.4036565961136,0,FALSE,,0.0037678976,0,0.85074103,0.968193172971041,TRUE
311210,0.00298507932595034,0.00100532216236676,5447,,Save 40% on Call of Duty®: Black Ops III,59.990002,,8,32,2.07944154167984,5.5178084,2015,1.87453818446321,0,1,0,1,0,0,0,0,84,2.65169,105639,11.5677923664111,0,FALSE,,0.0029640608,0,0.47684327,0.949730354055646,TRUE
311690,0.00245715653384875,0.000652122865353099,5447,,Enter the Gungeon,14.99,,5,34,1.6094379124341,5.1013699,2016,1.80851331973684,1,1,0,0,1,0,0,0,84,2.1842873,60137,11.0043972002529,0,FALSE,,0.001510574,0,0.096676737,0.0458618886768818,TRUE
312750,0.0683771769148757,0.00312688525020128,5447,,Final Fantasy IV (3D Remake),15.99,,15,61,2.70805020110221,6.6520548,2014,2.03497421307876,0,0,0,1,1,0,1,0,85,3.25,2076,7.63867982387611,0,FALSE,,0.0068836045,0,0.51627034,0.603185023879632,TRUE
313120,0.053449402643426,0.00189961474327588,5447,,Stranded Deep,14.99,,1,1,0,6.3013697,2015,1.988061960691,1,1,0,1,0,1,0,0,90,-99,31262,10.3501905686605,0,FALSE,,0.0054829186,0,0.086039647,0.0173821799617144,TRUE
316790,0.00880065644506344,0.0171860094182905,5447,,Grim Fandango Remastered,14.99,,1,6,0,6.290411,2015,1.98655992303218,1,0,0,1,1,0,1,1,84,2.3429873,6076,8.71226643213536,0,FALSE,,0,,0.0546875,,FALSE
319510,0.0229777344549372,0.00396531895334915,5447,,Five Nights at Freddy's,4.9899998,,3,9,1.09861228866811,6.7342467,2014,2.0456580907886,1,0,0,0,1,0,0,0,78,2.7002854,24826,10.1196870496159,0,FALSE,,0.0067462376,0,0.16087182,0.185832113027573,TRUE
319630,0.0061567017214836,0.00117434385268023,5447,,Life is Strange - Episode 1,0,,15,61,2.70805020110221,6.2849317,2015,1.98580806417425,1,0,0,1,0,0,0,0,77,2.224689,152527,11.9351034647334,0,FALSE,,0.0065302569,0,0.095777102,0.163704007863998,TRUE
322170,0.00498209067576699,0.00218424391222211,5447,,Geometry Dash,3.99,,1,1,0,6.3890409,2014,1.9999979430463,1,0,0,1,1,0,0,0,85,1.5862285,140761,11.8548257999166,0,FALSE,,0.0021794406,0,0.83872139,0.930851763514511,TRUE
322330,0.0179404990399822,0.00181862756664052,5447,,Don't Starve Together,14.99,,2,6,0.693147180559945,5.0575342,2016,1.80130281958613,1,1,0,1,1,0,0,0,83,1.9420811,276457,12.5298141896726,0,FALSE,,0.003068869,0.184055477380753,0.59102809,0.822746845255551,TRUE
322500,0.0138401001637937,0.00458709962481917,5447,,SUPERHOT,24.99,,2,3,0.693147180559945,5.210959,2016,1.82631531236394,1,0,0,0,1,0,0,0,82,2.0469086,27679,10.2284654097316,0,FALSE,,0.0061728396,,0.024691358,,TRUE
327030,0.00363226199610415,0.00775560275758074,5447,,Save 80% on Worms W.M.D,29.99,,9,9,2.19722457733622,4.7178082,2016,1.74358555014061,0,1,0,1,0,0,0,0,76,0.79940814,6740,8.81596356085344,0,FALSE,,0.010932945,0,0.027696794,0,FALSE
327070,0.018186852904525,0.00187185292944346,5447,,Gloria Victis: Medieval MMORPG,19.99,,1,1,0,4.9232879,2016,1.77889168323831,1,1,0,1,0,1,0,0,-99,-99,6349,8.75621009188674,0,FALSE,,0.030303031,,0,,TRUE
329070,0.045842968992722,0.0397371916070383,5447,,SpyParty,24.99,,1,1,0,3.0821917,2018,1.40663402555836,1,1,0,0,0,1,0,0,75,-99,928,6.83410873881384,0,FALSE,,0,0,0,0,FALSE
330020,0.0109282310555944,0.00291791234970964,5447,,Children of Morta,21.99,,1,10,0,1.6876712,2019,0.988675093750456,0,1,0,1,0,0,0,0,82,2.4956405,9685,9.17843682296317,0,FALSE,,0,0,0.033766232,0.140000002458692,TRUE
332570,0.018932475732,0.00521858513937539,5447,,Amazing Frog?,15.99,,1,1,0,6.4767122,2014,2.01179314990342,1,1,0,1,0,1,0,0,-99,-99,5608,8.63212772950834,0,FALSE,,0,,0,,TRUE
332800,-0.00496016770550616,0.00892261099864419,5447,,Five Nights at Freddy's 2,7.9899998,,3,9,1.09861228866811,6.50137,2014,2.01508567052741,1,0,0,1,1,0,0,0,62,2.5354812,11406,9.3419824810279,0,FALSE,,0.005076142,0,0.016920473,0,FALSE
332950,-0.00545799487336322,0.00700234062211042,5447,0,Dark Deception,0,0,1,2,0,2.6246576,2018,1.28775982867305,1,1,1,1,1,0,0,0,-99,2.772634,7079,8.86502918668777,0,FALSE,,0,0,0.01187335,0,FALSE
339340,0.00315044080816349,0.00460879640929983,5447,,Resident Evil 0,19.99,,13,14,2.56494935746154,5.3123288,2016,1.84250467344162,0,1,0,1,1,0,1,0,82,1.8656014,6557,8.78844095740459,0,FALSE,,0.0012254902,0,0.084558822,0,FALSE
339790,-0.00844470782688115,0.0143606265621507,5447,,rFactor,24.99,,1,1,0,15.704109,2005,2.81565473706208,0,1,0,0,0,0,0,0,-99,2.8145826,564,6.33682573114644,0,FALSE,,0,0,0.89999998,1,FALSE
341170,0.0657414124716489,0.0154005668216007,5447,,Save 60% on Adventures of Chris,14.99,,2,2,0.693147180559945,0.58904111,2020,0.463130758837284,1,0,0,1,0,0,1,0,83,-99,55,4.02535169073515,0,FALSE,,0,,0,,TRUE
341800,0.024738612024088,0.0052279475535786,5447,,Keep Talking and Nobody Explodes,14.99,,1,1,0,5.5945206,2015,1.88623909209422,1,1,0,0,1,0,0,0,84,0,9599,9.16951837745593,0,FALSE,,0.0037174721,0,0.10315985,0.0656828731298447,TRUE
345430,0.0336633893969482,0.0716975382296426,5447,,The Cursed Forest,13.99,,1,1,0,2.2054794,2019,1.16486165796999,1,0,0,1,0,0,0,0,-99,-99,590,6.3818160174061,0,FALSE,,0,,0,,FALSE
346110,0.0845312489542703,0.000508319142436889,5447,,ARK: Survival Evolved,49.990002,,1,1,0,3.7068493,2017,1.54901874576031,1,1,0,1,0,1,0,0,78,2.9639037,454778,13.02756686565,0,FALSE,,0.0055928743,0.0078419614583254,0.59547836,0.375271912107394,TRUE
348550,0.0113256283295892,0.00355058576594587,5447,,GUILTY GEAR XX ACCENT CORE PLUS R,14.99,,1,8,0,5.9643836,2015,1.94080910367438,0,1,0,0,1,0,0,0,75,1.2000042,3686,8.21256839823415,0,FALSE,,0.0032310179,0,0.61712438,0.795629306230694,TRUE
349040,-0.0018176344890955,0.00292745516623712,5447,,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,29.99,,12,50,2.484906649788,5.2684932,2016,1.83553600678433,0,1,0,1,0,0,0,0,71,2.3498666,55440,10.9230746712191,0,FALSE,,0.0021052631,0,0.51526314,0.687002654885873,FALSE
353540,0.012167547802677,0.0298669116897421,5447,,Stephen's Sausage Roll,29.99,,1,1,0,5.0657535,2016,1.80265877210705,1,0,0,0,1,0,0,0,90,2.8560505,1046,6.95368421087054,0,FALSE,,0,,0,,FALSE
355860,0.0141961524312337,0.00529091646636957,5447,,Albino Lullaby: Episode 1,9.9899998,,1,1,0,5.6575341,2015,1.89574916073564,1,0,0,0,0,0,0,0,64,-99,350,5.86078622346587,0,FALSE,,0,,0,,TRUE
359100,0.00370112642501017,0.057728662591518,5447,,Q.U.B.E. 2,24.99,,1,1,0,3.1643836,2018,1.42656826946836,1,0,0,0,0,0,0,0,76,1.8251219,1237,7.12125245324454,0,FALSE,,0.03846154,,0,,FALSE
359320,0.0714613940822697,0.000604144014002353,5447,,Elite Dangerous,29.99,,3,4,1.09861228866811,6.1123285,2015,1.96182968668371,0,1,0,1,1,0,0,0,80,2.9078248,74643,11.2204854246534,0,FALSE,,0.0087902891,0,0.67866611,0.913392279471736,TRUE
359550,0.00867844243614761,0.00103130616050458,5447,,Tom Clancy's Rainbow Six® Siege,19.99,,16,73,2.77258872223978,5.4465752,2015,1.86354901304542,0,1,0,0,0,0,0,0,79,2.9005623,953803,13.7682134785888,0,FALSE,,0.0049749282,0.0014514043778036,0.75883031,0.975057662113279,TRUE
367520,0.0104523445718391,0.00136303705358891,5447,,Hollow Knight,14.99,,1,1,0,4.210959,2017,1.65076390792453,1,0,0,1,1,0,0,0,87,1.7941321,172260,12.0567660475045,0,FALSE,,0.0035059529,0.0041155591607094,0.34687021,0.66621735519584,TRUE
368360,-0.00885197019366604,0.00968082234377246,5447,,60 Seconds!,8.9899998,,2,2,0.693147180559945,5.9671235,2015,1.94120244231544,1,0,0,1,1,0,0,0,77,1.8454298,10386,9.24831030322781,0,FALSE,,0.0061919503,0,0.037151702,0.131736531853676,FALSE
373390,0.00205279672078015,0.0523919019779679,5447,,Save 20% on Contradiction - Spot The Liar!,12.99,,2,2,0.693147180559945,5.8410959,2015,1.92294793809896,1,0,0,1,0,0,0,1,72,2.1401501,2464,7.80994708647679,0,FALSE,,0,,0,,FALSE
373700,-0.00167258746213262,0.00119555252739173,5447,0,,0,0,2,3,0.693147180559945,5.49863,2015,1.87159138545587,,0,1,,0,,,,-99,-99,,,0,FALSE,,0,,0.29139072,,FALSE
374060,0.00477699954784058,0.0196680300107089,5447,,Stairs,12.99,,1,1,0,5.6219177,2015,1.89038501077842,1,0,0,0,0,0,0,0,65,2.6562293,301,5.71042701737487,0,FALSE,,0,,0,,FALSE
374320,0.0100927367922006,0.000585405219052185,5447,,DARK SOULS™ III,59.990002,,1,1,0,5.0849314,2016,1.80581545275228,0,1,0,1,1,0,0,0,89,2.3982291,276191,12.5288515550194,0,FALSE,,0.0059269643,0.0147413270460675,0.45669493,0.267496695774753,TRUE
376210,0.00766695040291336,0.000540039489164665,5447,,The Isle,19.99,,1,1,0,5.4438357,2015,1.86312396840371,1,1,0,1,0,1,0,0,-99,2.6000001,41203,10.6262906180036,0,FALSE,,0.0024086712,0,0.53050983,0.722190488355409,TRUE
377160,0.00365001947640789,0.000309911668045027,5447,,Fallout 4,29.99,,9,35,2.19722457733622,5.5068493,2015,1.87285536057046,0,0,0,1,0,0,0,0,84,1.4768531,246295,12.4142893436195,0,FALSE,,0.0031780822,0,0.41468492,0.718213695596205,TRUE
377840,0.00977346280096929,0.00158958506609243,5447,,FINAL FANTASY IX,20.99,,15,61,2.70805020110221,5.0767121,2016,1.80446377668129,0,0,0,1,0,0,0,0,84,2.6057622,7252,8.88917045536341,0,FALSE,,0.0033898305,0,0.30564973,0.591343105770648,TRUE
378860,0.0258543231479046,0.00177201767978477,5447,,Project CARS 2,59.990002,,12,50,2.484906649788,3.6383562,2017,1.53436003622932,0,1,0,1,1,0,0,0,84,2.7606328,15629,9.65694742341552,0,FALSE,,0.0039682542,0,0.075396828,0,TRUE
381210,0.0544985697030699,0.000658809164143861,5447,,Dead by Daylight,19.99,,1,2,0,4.9095888,2016,1.77657625200926,0,1,0,0,1,0,0,0,71,2.8005848,496065,13.1144642613709,0,FALSE,,0.0072595915,0.0227278433194442,0.8112483,0.867199642380228,TRUE
382890,-0.0032342322366731,0.00828082386530551,5447,,FINAL FANTASY V (Old ver.),15.99,,15,61,2.70805020110221,5.6328769,2015,1.89203863164966,0,0,0,1,0,0,1,1,52,1.75,1279,7.15461535691366,0,FALSE,,0,,0.035714287,,FALSE
383870,0.00716869141839133,0.00574006630331795,5447,,Firewatch,19.99,,2,2,0.693147180559945,5.2547946,2016,1.83334830564989,1,0,0,1,0,0,0,0,81,2.548296,53262,10.8829971852318,0,FALSE,,0,0,0.11158799,0.355670089833438,FALSE
383980,0.021594417867344,0.00244229110512114,5447,,Rivals of Aether,29.99,,1,1,0,4.1232877,2017,1.63379636188111,1,1,0,0,0,1,0,1,85,0.99215674,19479,9.87714357719653,0,FALSE,,0,0,0.79136693,0.17679557390511,TRUE
386360,0.0914256059485459,0.00129962744821393,5447,0,SMITE®,0,0,2,6,0.693147180559945,5.6767125,2015,1.898625725689,0,1,1,0,0,0,0,0,83,3.16381,89187,11.3985017803703,0,FALSE,,0.0092449272,0.0293208416551352,0.83212823,0.991531196772826,TRUE
386940,0.0119761487690972,0.00620612811918103,5447,,Ultimate Chicken Horse,14.99,,1,1,0,5.1890411,2016,1.82278016354952,1,1,0,0,1,0,0,0,80,0,22809,10.0349543152784,0,FALSE,,0.01344364,0,0.035160288,0,FALSE
387990,0.0145841846999951,0.00222356799230934,5447,,Scrap Mechanic,19.99,,2,2,0.693147180559945,5.3095889,2016,1.84207052387606,1,1,0,1,0,1,0,0,-99,-99,74718,11.2214896895155,0,FALSE,,0.0015360983,0,0.19969279,0,TRUE
389140,4.64777880908284e-05,0.0159004570747602,5447,,Horizon Chase Turbo,19.99,,1,1,0,2.9917808,2018,1.38423744712198,1,1,0,0,0,0,0,1,76,2.496711,3497,8.15994665557855,0,FALSE,,0,,0.009708738,,FALSE
389430,-0.00571961332812811,0.00142484766946406,5447,0,Knight Online,0,0,1,1,0,5.2958903,2016,1.83989708720219,0,1,1,1,0,0,0,0,-99,-99,9572,9.16670191494635,0,FALSE,,0.0033985702,0,0.96859252,0.994755026601524,TRUE
389730,0.0368939548715355,0.00111948884419449,5447,,TEKKEN 7,39.990002,,12,50,2.484906649788,3.9452055,2017,1.59841852133961,0,1,0,1,1,0,0,0,82,2.7740619,55011,10.9153066222346,0,FALSE,,0.00083956926,0,0.79591167,0.928969056190908,TRUE
391220,0.0123597571605965,0.00193371972440025,5447,,Save 80% on Rise of the Tomb Raider™,29.99,,15,61,2.70805020110221,5.2547946,2016,1.83334830564989,0,1,0,1,0,0,0,0,86,2.0992622,102197,11.5346673870886,0,FALSE,,0.0062929061,0,0.070366129,0,TRUE
391540,0.0143999901289196,0.00379712794339239,5447,,Undertale,9.9899998,,1,1,0,5.6575341,2015,1.89574916073564,1,0,0,1,0,0,0,1,92,0,158753,11.9751111132879,0,FALSE,,0.0033444816,0,0.16648087,0.494729302823544,TRUE
393380,0.0123636958395858,0.000595480710394142,5447,,Squad,49.990002,,1,3,0,0.63013697,2020,0.488664041963138,1,1,0,1,0,1,0,0,80,2.5956693,86364,11.3663377801274,0,FALSE,,0.0044642859,0,0.36934525,0.162295341142453,TRUE
394360,0.0369549290178964,0.000413279582839983,5447,,Hearts of Iron IV,39.990002,,6,44,1.79175946922806,4.9315066,2016,1.78027824482177,0,1,0,1,0,0,0,0,83,2.7837827,140018,11.8495334066688,0,FALSE,,0.0039536855,0,0.61903417,0.993466136511415,TRUE
